Date,Open,High,Low,Close,Adj Close,Volume
2019-04-30,86.980003,87.459999,86.050003,86.129997,83.362892,17582400
2019-05-01,87.169998,88.220001,86.150002,86.370003,83.595184,28211500
2019-05-02,87.500000,90.339996,86.150002,87.139999,84.340446,40342000
2019-05-03,87.760002,89.820000,87.059998,89.290001,86.421379,21068400
2019-05-06,86.330002,88.699997,86.139999,88.250000,85.414780,15682100
2019-05-07,87.199997,88.150002,84.779999,85.199997,82.462769,21579500
2019-05-08,84.849998,85.720001,84.110001,84.540001,81.823967,15500700
2019-05-09,83.370003,84.839996,82.260002,83.779999,81.088379,14516000
2019-05-10,83.379997,86.330002,83.349998,85.839996,83.082207,15955600
2019-05-13,83.239998,84.849998,82.989998,83.889999,81.194862,16689000
2019-05-14,84.269997,86.440002,84.000000,86.129997,83.362892,14353700
2019-05-15,85.550003,87.000000,84.889999,86.260002,83.488708,11784800
2019-05-16,83.790001,84.800003,82.129997,82.809998,80.149551,22498800
2019-05-17,80.489998,83.120003,80.000000,81.500000,78.881645,19523400
2019-05-20,77.949997,78.330002,76.070000,76.620003,74.158424,32679300
2019-05-21,78.910004,79.040001,77.220001,77.750000,75.252121,17282200
2019-05-22,69.129997,71.739998,67.970001,69.309998,67.083275,66150700
2019-05-23,67.019997,68.269997,65.900002,68.260002,66.067009,31820700
2019-05-24,68.930000,69.150002,65.970001,66.209999,64.082855,21420000
2019-05-28,66.639999,67.709999,65.239998,65.370003,63.269852,22667300
2019-05-29,65.360001,66.150002,64.760002,65.760002,63.647320,16312600
2019-05-30,65.970001,67.070000,65.930000,66.589996,64.450645,11554600
2019-05-31,65.779999,67.839996,65.529999,66.820000,64.673264,15060300
2019-06-03,67.089996,68.129997,66.279999,66.660004,64.518410,13620700
2019-06-04,67.610001,68.500000,66.699997,68.449997,66.250893,15866700
2019-06-05,68.040001,68.330002,65.830002,67.019997,65.459755,11779200
2019-06-06,66.919998,67.970001,66.269997,67.589996,66.016479,10781700
2019-06-07,67.690002,68.779999,67.300003,68.690002,67.090881,10495600
2019-06-10,69.000000,71.459999,69.000000,70.540001,68.897804,15229200
2019-06-11,71.580002,72.220001,70.269997,71.239998,69.581505,11839500
2019-06-12,69.529999,70.370003,69.199997,69.589996,67.969917,9385900
2019-06-13,69.970001,70.489998,69.379997,69.930000,68.302002,6790500
2019-06-14,68.349998,69.120003,67.900002,68.720001,67.120178,12119500
2019-06-17,69.089996,69.980003,68.900002,69.110001,67.501106,9411100
2019-06-18,69.690002,72.389999,69.669998,71.959999,70.284744,14508000
2019-06-19,72.370003,72.620003,70.800003,71.800003,70.128479,11999300
2019-06-20,73.190002,73.669998,72.230003,72.739998,71.046593,9871800
2019-06-21,72.309998,73.169998,72.309998,72.720001,71.027061,15244500
2019-06-24,72.970001,73.449997,72.199997,73.160004,71.456810,8893000
2019-06-25,73.230003,74.139999,72.519997,72.550003,70.861015,8953400
2019-06-26,73.760002,75.690002,73.650002,74.949997,73.205132,13808000
2019-06-27,75.339996,75.900002,75.169998,75.430000,73.673965,11151900
2019-06-28,75.660004,76.440002,74.809998,76.070000,74.299072,29217500
2019-07-01,80.669998,80.760002,77.080002,77.519997,75.715309,17705700
2019-07-02,77.279999,77.480003,76.620003,77.010002,75.217186,7075600
2019-07-03,77.070000,77.230003,76.050003,76.629997,74.846031,5290400
2019-07-05,74.199997,76.720001,74.099998,76.660004,74.875343,9220800
2019-07-08,75.980003,77.029999,75.930000,76.629997,74.846031,7924900
2019-07-09,76.440002,76.839996,75.839996,76.550003,74.767899,7506500
2019-07-10,76.830002,76.910004,74.080002,74.360001,72.628883,15075700
2019-07-11,74.519997,75.779999,73.300003,73.709999,71.994003,14298400
2019-07-12,74.250000,74.980003,73.660004,74.900002,73.156303,8028100
2019-07-15,75.150002,75.900002,74.790001,75.430000,73.673965,8898200
2019-07-16,75.110001,76.500000,74.550003,75.669998,73.908379,9909600
2019-07-17,78.570000,79.400002,75.709999,75.760002,73.996292,20602300
2019-07-18,74.970001,75.349998,74.050003,74.370003,72.638649,12585100
2019-07-19,74.419998,75.709999,74.419998,75.000000,73.253975,14477400
2019-07-22,75.059998,76.620003,75.059998,75.949997,74.181862,9645800
2019-07-23,75.339996,75.589996,73.309998,74.120003,72.394470,14420400
2019-07-24,74.010002,76.419998,73.680000,75.870003,74.103729,14012700
2019-07-25,75.839996,76.139999,75.099998,75.349998,73.595825,7299500
2019-07-26,75.110001,75.849998,74.849998,75.220001,73.468857,8262500
2019-07-29,75.160004,76.320000,74.669998,74.970001,73.224678,8237500
2019-07-30,74.580002,75.070000,74.360001,74.809998,73.068398,7397900
2019-07-31,74.830002,75.279999,72.760002,73.160004,71.456810,14052800
2019-08-01,68.879997,73.709999,68.250000,71.199997,69.542442,29729800
2019-08-02,70.440002,71.529999,70.010002,71.150002,69.493607,12649400
2019-08-05,69.970001,70.839996,68.559998,68.800003,67.198318,13071800
2019-08-06,69.519997,69.930000,67.379997,68.169998,66.582977,13189900
2019-08-07,67.260002,69.599998,67.120003,69.400002,67.784348,8934900
2019-08-08,69.559998,71.349998,69.349998,71.260002,69.601051,8367900
2019-08-09,70.510002,72.190002,70.190002,71.500000,69.835457,8702200
2019-08-12,71.000000,71.480003,69.730003,69.800003,68.175041,7364300
2019-08-13,69.889999,72.470001,69.309998,72.180000,70.499634,10134800
2019-08-14,70.639999,71.889999,70.550003,70.879997,69.229897,10336900
2019-08-15,71.440002,72.190002,70.589996,71.160004,69.503380,9107000
2019-08-16,71.849998,73.410004,71.730003,73.279999,71.574013,10090600
2019-08-19,74.580002,75.529999,74.139999,74.870003,73.127007,9688400
2019-08-20,74.570000,76.440002,74.330002,76.070000,74.299072,9387300
2019-08-21,76.500000,77.190002,75.989998,76.699997,74.914398,11004100
2019-08-22,76.910004,77.949997,76.599998,77.150002,75.353928,7198800
2019-08-23,76.120003,79.099998,73.220001,73.519997,71.808434,16479400
2019-08-26,74.900002,75.089996,72.519997,72.910004,71.212646,11153800
2019-08-27,73.680000,74.379997,73.199997,73.970001,72.247955,7303100
2019-08-28,73.790001,74.879997,72.910004,74.349998,72.619110,5678500
2019-08-29,75.220001,77.029999,75.220001,76.449997,74.670219,7348400
2019-08-30,77.180000,78.050003,77.000000,77.769997,75.959488,8465300
2019-09-03,76.769997,76.989998,74.699997,75.120003,73.371185,7580700
2019-09-04,75.989998,77.120003,75.629997,77.089996,75.295319,4923700
2019-09-05,77.889999,80.440002,77.889999,78.989998,77.151085,13480300
2019-09-06,78.959999,79.080002,78.440002,78.839996,77.004578,5128000
2019-09-09,79.040001,79.449997,77.970001,78.209999,76.389252,6885100
2019-09-10,78.029999,78.879997,77.339996,78.709999,76.877602,9373900
2019-09-11,78.169998,79.910004,78.120003,79.900002,78.659508,6575700
2019-09-12,80.050003,80.050003,78.580002,79.080002,77.852234,5847100
2019-09-13,79.180000,79.540001,78.370003,78.410004,77.192642,5219500
2019-09-16,77.580002,78.489998,76.910004,78.040001,76.828384,3756500
2019-09-17,77.610001,78.790001,77.510002,78.690002,77.468292,4400800
2019-09-18,78.690002,79.070000,77.639999,78.900002,77.675026,5147500
2019-09-19,79.239998,80.000000,78.209999,78.230003,77.015442,5180900
2019-09-20,78.199997,78.699997,76.169998,76.440002,75.253227,9122000
2019-09-23,76.669998,77.910004,76.059998,77.239998,76.040802,5815700
2019-09-24,78.080002,78.300003,74.629997,75.230003,74.062012,10177800
2019-09-25,75.029999,77.489998,74.879997,77.260002,76.060493,5571600
2019-09-26,77.160004,77.690002,75.940002,77.349998,76.149094,3760300
2019-09-27,77.010002,78.199997,76.209999,76.629997,75.440277,5013200
2019-09-30,76.889999,76.949997,76.019997,76.279999,75.095711,4775800
2019-10-01,77.059998,78.059998,74.970001,75.470001,74.298286,7043700
2019-10-02,75.260002,75.709999,73.769997,73.989998,72.841263,5997500
2019-10-03,73.930000,75.830002,73.160004,75.730003,74.554253,5419400
2019-10-04,76.320000,77.559998,75.839996,77.489998,76.286919,4893600
2019-10-07,77.010002,77.550003,76.269997,76.339996,75.154778,4215500
2019-10-08,75.519997,75.820000,72.809998,72.849998,71.718964,8489600
2019-10-09,73.910004,74.800003,73.559998,74.349998,73.195671,5137500
2019-10-10,74.349998,75.970001,74.169998,74.970001,73.806046,5580600
2019-10-11,76.190002,77.820000,76.010002,76.699997,75.509186,7280800
2019-10-14,76.650002,77.370003,76.279999,76.300003,75.115402,4545300
2019-10-15,76.879997,77.980003,76.279999,77.820000,76.611801,5222500
2019-10-16,77.489998,78.320000,77.279999,78.230003,77.015442,6218000
2019-10-17,78.699997,79.959999,78.400002,78.970001,77.743942,5916700
2019-10-18,78.620003,79.220001,77.669998,77.680000,76.473976,6107000
2019-10-21,78.379997,79.089996,78.010002,78.980003,77.753792,5119800
2019-10-22,78.930000,79.070000,78.239998,78.470001,77.251709,4944500
2019-10-23,77.209999,78.129997,76.870003,77.239998,76.040802,5785700
2019-10-24,78.059998,79.019997,77.589996,78.989998,77.763626,5271200
2019-10-25,79.000000,80.230003,78.910004,80.169998,78.925316,6712300
2019-10-28,80.550003,83.129997,80.540001,83.050003,81.760605,9949800
2019-10-29,82.750000,82.849998,81.440002,81.660004,80.392181,4993600
2019-10-30,82.099998,82.250000,80.849998,81.440002,80.175598,3971000
2019-10-31,81.440002,81.470001,79.839996,80.440002,79.191116,5693700
2019-11-01,81.589996,83.650002,81.250000,83.580002,82.282372,8620300
2019-11-04,84.540001,85.870003,84.309998,85.089996,83.768921,8389200
2019-11-05,85.199997,85.739998,84.730003,85.459999,84.133186,7280000
2019-11-06,85.339996,85.610001,84.220001,84.629997,83.316063,9755300
2019-11-07,89.830002,92.500000,88.320000,89.980003,88.583008,30254000
2019-11-08,89.980003,94.110001,89.599998,94.029999,92.570129,16371300
2019-11-11,91.709999,92.519997,90.889999,91.839996,90.414124,11297700
2019-11-12,92.180000,92.250000,90.169998,90.970001,89.557640,9332100
2019-11-13,90.699997,91.900002,89.620003,90.470001,89.065399,9353200
2019-11-14,90.309998,90.580002,89.430000,90.480003,89.075249,8793600
2019-11-15,92.599998,93.940002,90.580002,90.809998,89.400116,25490200
2019-11-18,90.809998,91.980003,89.279999,90.480003,89.075249,10360500
2019-11-19,91.250000,91.389999,86.680000,87.959999,86.594368,18091300
2019-11-20,87.820000,88.360001,85.309998,85.620003,84.290703,13045100
2019-11-21,84.790001,86.300003,84.550003,85.110001,83.788620,10180400
2019-11-22,85.290001,85.820000,84.529999,84.889999,83.572029,6166700
2019-11-25,85.760002,86.290001,85.080002,85.290001,83.965820,8964100
2019-11-26,85.250000,85.550003,84.139999,84.629997,83.316063,11584500
2019-11-27,85.160004,85.309998,84.470001,84.800003,83.483429,5215000
2019-11-29,84.510002,85.099998,83.419998,83.550003,82.252838,3882400
2019-12-02,83.980003,84.290001,82.309998,82.449997,81.169907,7668800
2019-12-03,81.379997,81.389999,79.809998,80.580002,79.328949,11126100
2019-12-04,80.919998,82.440002,80.449997,82.080002,81.432220,8477400
2019-12-05,82.650002,83.440002,81.779999,82.589996,81.938187,6358300
2019-12-06,83.449997,84.250000,83.419998,83.820000,83.158485,6860400
2019-12-09,84.000000,85.300003,83.839996,84.919998,84.249802,8382900
2019-12-10,85.040001,85.330002,83.690002,84.120003,83.456123,8082200
2019-12-11,84.839996,87.099998,84.760002,86.989998,86.303467,9571500
2019-12-12,86.839996,89.230003,86.370003,89.050003,88.347214,12164600
2019-12-13,88.910004,89.699997,87.559998,87.830002,87.136841,12269100
2019-12-16,89.279999,90.459999,88.349998,88.430000,87.732101,8719100
2019-12-17,89.000000,89.040001,87.680000,88.320000,87.622971,7485900
2019-12-18,88.540001,88.650002,87.589996,87.980003,87.285660,5860600
2019-12-19,88.360001,88.699997,87.620003,88.489998,87.791626,7471400
2019-12-20,88.820000,89.849998,88.180000,88.849998,88.148788,17538000
2019-12-23,89.010002,89.330002,88.250000,88.449997,87.751945,7274700
2019-12-24,88.620003,88.809998,87.980003,88.769997,88.069420,2435200
2019-12-26,88.919998,88.959999,88.000000,88.400002,87.702339,5070000
2019-12-27,88.900002,88.949997,88.089996,88.800003,88.099190,5808900
2019-12-30,88.709999,88.779999,87.309998,88.430000,87.732101,6543100
2019-12-31,87.989998,88.769997,87.879997,88.230003,87.533684,5173400
2020-01-02,89.050003,89.809998,88.080002,88.690002,87.990051,8413900
2020-01-03,87.260002,87.639999,86.440002,87.019997,86.333229,8340300
2020-01-06,85.910004,86.550003,85.540001,86.510002,85.827255,8381400
2020-01-07,87.040001,89.489998,86.910004,88.970001,88.267845,8377400
2020-01-08,88.900002,89.470001,87.919998,88.709999,88.009895,7619900
2020-01-09,89.660004,90.720001,88.830002,89.910004,89.200424,9155500
2020-01-10,90.510002,92.389999,89.870003,90.260002,89.547661,9668300
2020-01-13,91.050003,92.730003,90.550003,90.970001,90.252060,10367800
2020-01-14,91.129997,91.610001,90.290001,90.559998,89.845291,7800100
2020-01-15,90.750000,91.180000,89.250000,89.669998,88.962318,7259100
2020-01-16,90.220001,92.230003,89.820000,91.790001,91.065590,9295500
2020-01-17,93.000000,96.169998,92.949997,95.910004,95.153076,23694400
2020-01-21,95.330002,95.720001,93.419998,94.540001,93.793884,10868500
2020-01-22,95.260002,95.389999,92.709999,92.970001,92.236275,8342300
2020-01-23,92.849998,92.949997,91.459999,92.000000,91.273926,11282000
2020-01-24,92.680000,93.250000,88.830002,89.650002,88.942474,9471700
2020-01-27,87.300003,88.220001,86.449997,87.050003,86.362999,9240200
2020-01-28,88.150002,89.540001,87.389999,89.150002,88.446426,9187000
2020-01-29,88.660004,89.019997,87.349998,88.230003,87.533684,8158500
2020-01-30,87.309998,87.860001,86.190002,87.779999,87.087234,8379400
2020-01-31,87.050003,87.169998,85.040001,85.309998,84.636726,9503600
2020-02-03,85.550003,86.580002,85.160004,86.480003,85.797501,7794600
2020-02-04,88.250000,88.949997,87.370003,88.930000,88.228157,9236400
2020-02-05,90.989998,91.139999,89.269997,90.910004,90.192535,14220900
2020-02-06,88.059998,90.779999,86.190002,90.610001,89.894897,21059000
2020-02-07,89.620003,90.029999,87.379997,87.419998,86.730072,10725100
2020-02-10,86.779999,88.639999,86.500000,88.599998,87.900764,7481300
2020-02-11,89.370003,91.470001,88.900002,90.000000,89.289711,9452800
2020-02-12,91.650002,92.440002,91.290001,91.720001,90.996140,9824200
2020-02-13,91.029999,91.379997,89.779999,90.029999,89.319473,8428300
2020-02-14,90.550003,90.800003,88.790001,89.599998,88.892868,6256500
2020-02-18,87.830002,89.000000,87.529999,88.029999,87.335258,7248100
2020-02-19,88.919998,90.620003,88.650002,90.559998,89.845291,7820900
2020-02-20,90.809998,91.879997,88.680000,89.470001,88.763901,9754900
2020-02-21,88.559998,89.029999,86.330002,87.029999,86.343155,12257600
2020-02-24,83.900002,84.830002,82.709999,83.320000,82.662430,12158500
2020-02-25,83.940002,84.400002,79.639999,80.220001,79.586899,14725000
2020-02-26,81.000000,82.029999,79.089996,79.660004,79.031319,13125000
2020-02-27,77.129997,78.190002,75.330002,75.940002,75.340675,17898300
2020-02-28,73.760002,79.809998,73.339996,78.300003,77.682053,20905500
2020-03-02,79.019997,80.709999,77.129997,80.559998,79.924210,15043400
2020-03-03,80.820000,82.650002,77.830002,78.559998,77.939995,16356200
2020-03-04,79.120003,81.910004,78.050003,81.800003,81.800003,9894900
2020-03-05,79.459999,81.370003,78.699997,79.169998,79.169998,9396200
2020-03-06,76.330002,78.080002,75.830002,77.470001,77.470001,11536500
2020-03-09,72.400002,76.099998,71.830002,72.639999,72.639999,13898500
2020-03-10,74.800003,79.040001,74.160004,78.889999,78.889999,13615600
2020-03-11,76.290001,77.790001,73.720001,74.620003,74.620003,13376500
2020-03-12,69.519997,72.529999,67.000000,67.019997,67.019997,19386200
2020-03-13,71.180000,76.669998,67.260002,75.809998,75.809998,15967500
